"DINÁMICA","CARACTERIZ","MODALIDAD","DÍA_SEMAN","MES_DEL_HE","FRANJA_HORARIA","ZONA","ESTRATO_GRUPO"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Noche","Oriente","Medio"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","miércoles","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","martes","enero","Noche","Sur","Alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","sábado","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Noche","Sur","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Madrugada","Sur","Bajo-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","sábado","enero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","lunes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Tarde","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","lunes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Mañana","Oriente","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","miércoles","enero","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","sábado","enero","Madrugada","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","sábado","enero","Tarde","Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","domingo","enero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","lunes","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","enero","Noche","Sur","Alto"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Madrugada","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","lunes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","lunes","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","COSQUILLEO","martes","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Tarde","Sur","Medio"
"Hurto","HURTO A CELULARES","COSQUILLEO","lunes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","lunes","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Nor-Occidente","Alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","VENTOSA","martes","enero","Madrugada","Nor-Occidente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","RAPONAZO","martes","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Mañana","Oriente","Medio"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE AUTOPARTES","RAPONAZO","lunes","enero","Tarde","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","martes","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","enero","Mañana","Sur","Alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","enero","Tarde","Sur","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","lunes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","martes","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","martes","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","miércoles","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","viernes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","viernes","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","miércoles","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","sábado","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Noche","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Sur","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ENGAÑO","viernes","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Noche","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Mañana","Sur","Alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","lunes","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Madrugada","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","martes","enero","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Madrugada","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","RAPONAZO","martes","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","martes","enero","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Madrugada","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Noche","Sur","Medio"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","sábado","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Noche","Sur","Alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","lunes","enero","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","enero","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","VIOLACION DE CERRADURA","lunes","enero","Noche","Sur","Bajo-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","enero","Noche","Sur","Bajo-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Noche","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","viernes","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","miércoles","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","martes","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE BICICLETAS","ENGAÑO","lunes","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","jueves","enero","Madrugada","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","lunes","enero","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","enero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","miércoles","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ENGAÑO","miércoles","enero","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Mañana","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","domingo","enero","Mañana","Sur","Bajo"
"Hurto","HURTO A CELULARES","ENGAÑO","martes","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","miércoles","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","miércoles","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","martes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","miércoles","enero","Tarde","Sur","Alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","miércoles","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","jueves","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","sábado","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","jueves","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","jueves","enero","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","jueves","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Nor-Occidente","Medio"
"Hurto","HURTO DE VEHICULOS","FACTOR DE OPORTUNIDAD","jueves","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","viernes","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","enero","Noche","Oriente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","enero","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","enero","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","enero","Noche","Sur","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","enero","Noche","Sur","Medio-alto"
"Hurto","HURTO DE VEHICULOS","ATRACO","jueves","enero","Noche","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","enero","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","enero","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","enero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","enero","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","jueves","enero","Noche","Sur","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","enero","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VENTOSA","viernes","enero","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","COSQUILLEO","viernes","enero","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","martes","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","RAPONAZO","viernes","enero","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","martes","enero","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","jueves","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Madrugada","Sur","Medio"
"Hurto","HURTO A RESIDENCIA","ATRACO","jueves","enero","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","enero","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","martes","enero","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","jueves","enero","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ENGAÑO","jueves","enero","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","jueves","enero","Tarde","Sur","Medio"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","enero","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","enero","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","viernes","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ENGAÑO","miércoles","enero","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","viernes","enero","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","ATRACO","miércoles","enero","Noche","Oriente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","enero","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","enero","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","viernes","enero","Mañana","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","enero","Tarde","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","enero","Mañana","Sur","Bajo"
