"DINÁMICA","CARACTERIZ","MODALIDAD","DÍA_SEMAN","MES_DEL_HE","FRANJA_HORARIA","ZONA","ESTRATO_GRUPO"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","lunes","mayo","Mañana","Sur","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","mayo","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","abril","Noche","Sur","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","mayo","Noche","Sur","Bajo"
"Hurto","HURTO DE BICICLETAS","ATRACO","lunes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","lunes","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","lunes","mayo","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","miércoles","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","mayo","Tarde","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","viernes","mayo","Madrugada","Sur","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","martes","mayo","Madrugada","Nor-Occidente","Medio"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","mayo","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","lunes","abril","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Mañana","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","domingo","mayo","Mañana","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","mayo","Mañana","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","mayo","Mañana","Nor-Occidente","Alto"
"Hurto","HURTO A CELULARES","ATRACO","lunes","mayo","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","jueves","mayo","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A CELULARES","ATRACO","sábado","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","lunes","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","mayo","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","miércoles","mayo","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","martes","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","miércoles","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","mayo","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","martes","mayo","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","abril","Madrugada","Sur","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","jueves","mayo","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","mayo","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","mayo","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","jueves","abril","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","mayo","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Noche","Sur","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","jueves","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","mayo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","martes","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","miércoles","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","marzo","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Madrugada","Sur","Medio"
"Hurto","HURTO A CELULARES","RAPONAZO","miércoles","mayo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","domingo","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Mañana","Sur","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","martes","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","mayo","Tarde","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","mayo","Mañana","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","sábado","mayo","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","mayo","Tarde","Sur","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Tarde","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Tarde","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","mayo","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","lunes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","lunes","mayo","Tarde","Sur","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","mayo","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","mayo","Noche","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","mayo","Tarde","Oriente","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","miércoles","mayo","Noche","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","mayo","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Mañana","Sur","Medio"
"Hurto","HURTO DE VEHICULOS","ATRACO","jueves","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","viernes","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","abril","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","jueves","mayo","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","mayo","Mañana","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","abril","Mañana","Sur","Medio-alto"
"Hurto","HURTO DE VEHICULOS","ATRACO","miércoles","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","jueves","abril","Mañana","Sur","Medio-alto"
"Hurto","HURTO A RESIDENCIA","VENTOSA","martes","mayo","Madrugada","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","jueves","mayo","Madrugada","Oriente","Bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","miércoles","mayo","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","miércoles","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","martes","mayo","Tarde","Sur","Bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","jueves","marzo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","miércoles","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","miércoles","mayo","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","mayo","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","VENTOSA","miércoles","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","jueves","mayo","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VENTOSA","jueves","mayo","Mañana","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","lunes","mayo","Tarde","Sur","Medio"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","jueves","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","martes","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","miércoles","mayo","Madrugada","Sur","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","jueves","mayo","Mañana","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","miércoles","mayo","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","jueves","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","lunes","mayo","Tarde","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO DE BICICLETAS","HALADO","miércoles","mayo","Tarde","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Madrugada","Sur","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","martes","mayo","Noche","Sur","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","martes","marzo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","jueves","mayo","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","domingo","mayo","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","jueves","mayo","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","martes","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VENTOSA","miércoles","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","miércoles","mayo","Tarde","Sur","Alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","viernes","mayo","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Madrugada","Sur","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","viernes","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","jueves","mayo","Madrugada","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","domingo","abril","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","mayo","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","mayo","Tarde","Sur","Medio-alto"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","mayo","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO A RESIDENCIA","ATRACO","viernes","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","jueves","febrero","Noche","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","FACTOR DE OPORTUNIDAD","domingo","marzo","Noche","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","martes","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","martes","mayo","Mañana","Sur","Medio-alto"
"Hurto","HURTO DE AUTOPARTES","VIOLACION DE CERRADURA","miércoles","mayo","Tarde","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Madrugada","Nor-Occidente","Medio-alto"
"Hurto","HURTO A CELULARES","RAPONAZO","jueves","mayo","Noche","Sur","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","miércoles","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","martes","mayo","Noche","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","miércoles","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","jueves","mayo","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","COSQUILLEO","miércoles","mayo","Tarde","Nor-Occidente","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","miércoles","mayo","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","RAPONAZO","viernes","mayo","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","viernes","mayo","Tarde","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Madrugada","Sur","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","jueves","mayo","Mañana","Nor-Occidente","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","lunes","mayo","Madrugada","Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","lunes","mayo","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Noche","Nor-Occidente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","jueves","mayo","Tarde","Sur","Bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","jueves","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Mañana","Nor-Occidente","Bajo"
"Hurto","HURTO DE AUTOPARTES","FACTOR DE OPORTUNIDAD","sábado","mayo","Mañana","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","viernes","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","lunes","mayo","Tarde","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Tarde","Oriente","Bajo"
"Hurto","HURTO A RESIDENCIA","VENTOSA","sábado","mayo","Madrugada","Sur","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","viernes","mayo","Tarde","Oriente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","sábado","mayo","Mañana","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","viernes","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Mañana","Nor-Occidente","Medio-alto"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","sábado","mayo","Madrugada","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","martes","mayo","Madrugada","Distrito Agua Blanca","Medio-bajo"
"Hurto","HURTO DE AUTOPARTES","VIOLACION DE CERRADURA","jueves","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO DE BICICLETAS","FACTOR DE OPORTUNIDAD","viernes","mayo","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","mayo","Tarde","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Tarde","Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Mañana","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Madrugada","Sur","Medio"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Tarde","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A CELULARES","COSQUILLEO","sábado","marzo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","lunes","mayo","Noche","Sur","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","mayo","Mañana","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","VIOLACION DE CERRADURA","lunes","mayo","Tarde","Sur","Medio-alto"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","mayo","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","RAPONAZO","viernes","mayo","Mañana","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Tarde","Sur","Medio-alto"
"Hurto","HURTO  A ESTABLECIMIENTOS","FACTOR DE OPORTUNIDAD","miércoles","mayo","Tarde","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","mayo","Noche","Sur","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","mayo","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","RAPONAZO","sábado","mayo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","domingo","mayo","Mañana","Sur","Bajo"
"Hurto","HURTO A RESIDENCIA","ENGAÑO","viernes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","mayo","Tarde","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Madrugada","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","VIOLACION DE CERRADURA","viernes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","viernes","mayo","Mañana","Oriente","Bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","viernes","mayo","Madrugada","Nor-Occidente","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","viernes","mayo","Tarde","Nor-Occidente","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","mayo","Tarde","Nor-Occidente","Alto"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","domingo","mayo","Mañana","Sur","Medio-alto"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","sábado","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","mayo","Madrugada","Sur","Medio-alto"
"Hurto","HURTO DE VEHICULOS","HALADO","sábado","mayo","Tarde","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","miércoles","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A CELULARES","ATRACO","jueves","mayo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE BICICLETAS","HALADO","miércoles","mayo","Mañana","Sur","Medio"
"Hurto","HURTO  A ESTABLECIMIENTOS","ATRACO","sábado","mayo","Tarde","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","FACTOR DE OPORTUNIDAD","viernes","mayo","Noche","Nor-Occidente","Medio-alto"
"Hurto","HURTO A PERSONAS","ATRACO","miércoles","mayo","Noche","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","sábado","mayo","Madrugada","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Noche","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","sábado","mayo","Noche","Sur","Medio"
"Hurto","HURTO A CELULARES","ATRACO","sábado","mayo","Mañana","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","FACTOR DE OPORTUNIDAD","domingo","mayo","Madrugada","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","sábado","mayo","Noche","Nor-Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","ATRACO","domingo","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","mayo","Madrugada","Nor-Oriente","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Mañana","Nor-Oriente","Bajo"
"Hurto","HURTO A CELULARES","ATRACO","viernes","mayo","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO A PERSONAS","ATRACO","sábado","mayo","Noche","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","domingo","mayo","Mañana","Sur","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","sábado","mayo","Noche","Distrito Agua Blanca","Bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","domingo","mayo","Madrugada","Oriente","Medio-bajo"
"Hurto","HURTO DE VEHICULOS","HALADO","domingo","mayo","Mañana","Sur","Medio"
"Hurto","HURTO DE VEHICULOS","HALADO","lunes","mayo","Mañana","Nor-Occidente","Medio-bajo"
"Hurto","HURTO A RESIDENCIA","VIOLACION DE CERRADURA","lunes","mayo","Madrugada","Nor-Oriente","Medio-bajo"
"Hurto","HURTO A PERSONAS","ATRACO","lunes","mayo","Mañana","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO DE MOTOCICLETAS","ATRACO","lunes","mayo","Tarde","Oriente","Bajo"
"Hurto","HURTO DE BICICLETAS","ATRACO","lunes","mayo","Tarde","Distrito Agua Blanca","Bajo-bajo"
"Hurto","HURTO A RESIDENCIA","FACTOR DE OPORTUNIDAD","martes","mayo","Mañana","Sur","Medio"
"Hurto","HURTO DE MOTOCICLETAS","HALADO","martes","mayo","Mañana","Distrito Agua Blanca","Bajo"
